ID,Titulo,Contenido,Fecha Creación,Estatus,Categoría,Tags,todas las tarjetas,Amex,Y,Código Postal,Entre,Efectivo,Colonia,Esquina,Generos,Latitud,Longitud,Precio inferior,MasterCard,NumExt,NumInt,Horario,Sevicios,Estado,Calle,Telefono 1,Telefono 2,Precio Superior,Delegación,Visa,Sitio Web,Zoom,Subtítulo,Calificación,Imagen principal
341093,Trattoria Giacovanni Interlomas,"[gallery td_select_gallery_slide=""slide"" columns=""5"" ids=""341095,341096,341097"" orderby=""rand""]Los platillos italianos son el eje conductor de la comida que se sirve en Trattoria Giacovanni. Este restaurante se esmera en mantener el toque de hogar con pizzas a la leña y pan hecho en casa, pero también ofrece la versatilidad de una barra de ensaladas muy fresca. Además, su servicio de bar sirve diferentes bebidas clásicas como los mojitos, y mezcla musical de éxitos de los ochenta y noventa. Facebook: /giacovanni Twitter: /giacovanni Instagram: /trattoriagiacovanni/",12/15/2016 12:30,publish,Restaurantes,"Sinópsis, Valet parking, Internet Inalámbrico, Italiana, Abierto en Domingo, Desayunos, Área para fumar, Servicio de bar, Terraza, Para ver deportes, Ideal para grupos grandes,",1,,,52785,,1,Lomas De La Herradura,Boulevard Magnocentro,"Italiana,",19.4063471,-99.271576,300,,57,,"lun-mié 13-00 h, jue y vie 13-1 h, sáb 8-1 h, dom 8-22 h","Italiana,Desayunos,Abierto en Domingo,Ideal para grupos grandes,Valet parking,Área para fumar,Servicio de bar,Terraza,Internet Inalámbrico,Para ver deportes,",Estado De México,Parque de Granada,5290 6140,,500,Huixquilucan,,http://giacovanni.com.mx/,16,,,http://img.chilango.com/2017/02/trattoria-giacovanni-3-8.jpg
341099,Trattoria Giacovanni Condesa,"[gallery td_select_gallery_slide=""slide"" columns=""5"" ids=""341101,341102,341103"" orderby=""rand""]Los platillos italianos son el eje conductor de la comida que se sirve en Trattoria Giacovanni. Este restaurante se esmera en mantener el toque de hogar con pizzas a la leña y pan hecho en casa, pero también ofrece la versatilidad de una barra de ensaladas muy fresca. Además, su servicio de bar sirve diferentes bebidas clásicas como los mojitos, y mezcla musical de éxitos de los ochenta y noventa. Facebook: /giacovanni Twitter: /giacovanni Instagram: /trattoriagiacovanni/",12/15/2016 11:55,publish,Restaurantes,"Sinópsis, Valet parking, Internet Inalámbrico, Italiana, Servicio para llevar, Desayunos, Área para fumar, Servicio de bar, Terraza, Para ver deportes, Reservación recomendada, Ideal para grupos grandes,",1,,Avenida Amsterdam,6140,Avenida México,1,Condesa,,"Italiana,",19.4131935,-99.1677647,300,,180,Local 6,"lun-mié 13-00 h, jue y vie 13-1 h, sáb 8-1 h, dom 8-22 h","Italiana,Desayunos,Reservación recomendada,Ideal para grupos grandes,Valet parking,Área para fumar,Servicio de bar,Servicio para llevar,Terraza,Internet Inalámbrico,Para ver deportes,",Distrito Federal,Sonora,5564 3220,,500,Cuauhtémoc,,http://giacovanni.com.mx/,16,,,http://img.chilango.com/2017/02/trattoria-giacovanni-3-10.jpg
341105,D'li House,"Este es un restaurante que se especializa en servir platillos mexicanos muy bien definidos para compartir la hora del desayuno, la comida y la cena. FB: /delihousemx/",12/1/2016 11:19,publish,Restaurantes,"Sinópsis, Valet parking, Internet Inalámbrico, Mexicana, Abierto en Domingo, Servicio para llevar, Desayunos, Estacionamiento cercano, Servicio a domicilio, Para ver deportes, Pet friendly, Ideal para grupos grandes,",1,,,53950,,1,Lomas De Tecamachalco Secc. Fuentes,,"Mexicana,",19.4218298,-99.2384551,100,,49,,"lun-mié 7-23 h, jue y vie 7-00 h, sáb 8-00 h, dom 8-22 h","Mexicana,Desayunos,Abierto en Domingo,Pet friendly,Ideal para grupos grandes,Valet parking,Estacionamiento cercano,Servicio a domicilio,Servicio para llevar,Internet Inalámbrico,Para ver deportes,",Estado De México,Av. de las Fuentes,5294 6684,,250,Naucalpan,,http://delihouse.mx/,16,,,http://img.chilango.com/2017/02/house-1-2.jpg
341109,Dragon House Zhu,"[gallery td_select_gallery_slide=""slide"" columns=""5"" ids=""341111,341112,341113"" orderby=""rand""] Este lugar es una nueva opción para comer comida china e internacional en la zona de Polanco. Con sabores bien definidos y una atmósfera que te trasladará a este país asiático, degusta sus camarones al coco, carne sichuan y sus postres como el strudel de manzana. FB: /dragonhousezhu/",11/25/2016 14:38,publish,Restaurantes,"Internacional, Internet Inalámbrico, Asiática, Desayunos, Área para fumar, Servicio de bar, Servicio a domicilio, preview,",0,0,,11560,,0,Polanco Chapultepec,Ejército Nacional,"Asiática,Internacional,",19.4380511,-99.2009192,0,0,353,,"dom-mié 7-23 h, jue-sáb 7-2 h","Asiática,Internacional,Área para fumar,Desayunos,Internet Inalámbrico,Servicio a domicilio,Servicio de bar,",Distrito Federal,Molière,3228 4000,,0,Miguel Hidalgo,0,,16,,,http://img.chilango.com/2017/02/dragon-house-zhu-1-4.jpg
341115,Chucho El Erizo,"Chucho el Erizo es una marisquería tradicional que sirve desde tostadas de pulpo y camarón, hasta filete bandera y pescado a la talla. FB: Chucho el Erizo",11/23/2016 13:56,publish,Restaurantes,"Sinópsis, Valet parking, Internet Inalámbrico, Pescados y mariscos, Área para fumar, Servicio de bar, Terraza, Para ver deportes,",1,,Curie,11590,Emanuel Kant,1,Anzures,,"Pescados y mariscos,",19.4290675,-99.1774858,300,,92,,"lun-mié 12-20 h, jue-sáb 12-01 h, dom 11-20 h","Pescados y mariscos,Valet parking,Área para fumar,Servicio de bar,Terraza,Internet Inalámbrico,Para ver deportes,",Distrito Federal,Shakespeare,7090 0023,,500,Miguel Hidalgo,,,16,,,http://img.chilango.com/2017/02/chucho-el-erizo-2.jpg
341121,Papa Guapa del Valle,"Entrar a Papa Guapa es transportarnos a la década de los 50. Grandes lámparas, mesas tipo booth color verde pistache, una barra con bancos altos y una pantalla antigua proyectando películas o videos de la época. Y claro, no pueden faltar las canciones que nos remiten a las crinolinas y los grandes copetes al estilo Elvis Presley.  El menú -más de 10 papas rellenas al horno- es un homenaje a la belleza femenina. Cada platillo lleva el nombre de alguna celebridad del cine, la televisión o la música. Hay para todos los gustos. Para los que comen carne, una buena elección es la Papa Ulina Rubio –sí por la chica dorada- con alambre de carne de res y queso. Para los vegetarianos, está la Papa Hepburn -inspirada en la actriz Audrey Hepburn- rellena de vegetales asados a la plancha con aderezo de pesto y queso de cabra. Y para los que gustan de aventurar el paladar, la Papa Monroe -creada en honor a la sensual Marilyn Monroe- preparada con camarones y queso.  En su barra de bebidas casi todo viene en grandes proporciones. Por ejemplo, las aguas del día son servidas en vasos de a litro, al igual que los cócteles con vodka y ron. El martini es presentado en una copa de aproximadamente 15 cm de ancho y 18 cm de alto. Las malteadas son las únicas que conservan un tamaño decente, por llamarlo de algún modo. Cabe mencionar que el servicio es bastante bueno. Los meseros siempre están de buen humor y al pendiente de lo que requieras. Además, es común ver entre las mesas al dueño del lugar, Miguel Morales, quien incluso también la puede hacer de chef o barman. Facebook.com/PapaGuapa Síguelos en twitter: @papaguapa",10/28/2016 11:09,publish,Restaurantes,"critica, Valet parking, Americana, Abierto en Domingo, Servicio para llevar,",1,,,3100,,1,Del Valle,Insurgentes,"Americana,",19.388831,-99.1738357,100,,101,C,"lun-jue 13-23 h vie y sáb 13-1 h, dom 13-22 h","Americana,Abierto en Domingo,Valet parking,Servicio para llevar,",Distrito Federal,Eugenia,1107 6337,,250,Benito Juárez,,http://papaguapa.com/,16,,Atención:4 - Calidad:4 - Ambiente:4 -,http://img.chilango.com/2017/02/papa-guapa-2.jpg
341142,Fonda del Factor,"Por: María José Alegret Si mencionamos la Fonda del Factor a cualquier adulto con buena memoria, recordará con cariño este icónico restaurante de la zona de San Ángel. Hace 20 años cerró sus puertas, pero para fortuna de los que disfrutan comer la comida tradicional mexicana, regresó. La arquitectura contemporánea guarda en sus paredes recetas de aquel México en el que la cocina no se hacía con prisa. El menú presume su legado culinario; mismos platillos, mismo concepto que antes. Tal es el caso del estofado de boda: res con achiote, mezcla de chiles y fruta (imagínense una salsita tipo mole pero afrutada). Es la estrella del lugar. Y es que, más que un simple guiso, es un imperdible en la cultura gastronómica mexicana. La leyenda cuenta que, durante sus 72 horas de cocción, nuestros ancestros bajan para sazonarlo a su antojo. La opción al centro, definitivamente, es el huitlacoche. La fórmula secreta de éste es la preparación artesanal: martajado y sofrito con cebolla. Combina toques dulces y salados que encuentran su balance al fusionarse con un poco del queso doble crema que lo acompaña. Teniendo tanta historia, es imposible que este lugar dé pasos para atrás. La ejecución de los platillos es impecable, pero quizás un poco de innovación no le caería nada mal a la carta. Eso sí, desaparecer tantos años y regresar como campeón tiene su mérito.",10/20/2016 15:59,publish,Restaurantes,"critica, Mexicana,",1,,Revolución,1000,Insurgentes,1,San Angel,,"Mexicana,",19.3467454,-99.1891536,300,,47,,"dom-lun 8-18 h, mar-sáb 8-23 h","Mexicana,",Distrito Federal,Avenida de la Paz,7155 5023,,400,Alvaro Obregón,,,16,,Atención:3 - Calidad:4 - Ambiente:3 -,http://img.chilango.com/2017/02/fonda-del-factor-el-estofado-de-boda-sabe-a-molito-afrutado-4.jpg
341144,Fonda del Factor,"Por: María José Alegret Si mencionamos la Fonda del Factor a cualquier adulto con buena memoria, recordará con cariño este icónico restaurante de la zona de San Ángel. Hace 20 años cerró sus puertas, pero para fortuna de los que disfrutan comer la comida tradicional mexicana, regresó. La arquitectura contemporánea guarda en sus paredes recetas de aquel México en el que la cocina no se hacía con prisa. El menú presume su legado culinario; mismos platillos, mismo concepto que antes. Tal es el caso del estofado de boda: res con achiote, mezcla de chiles y fruta (imagínense una salsita tipo mole pero afrutada). Es la estrella del lugar. Y es que, más que un simple guiso, es un imperdible en la cultura gastronómica mexicana. La leyenda cuenta que, durante sus 72 horas de cocción, nuestros ancestros bajan para sazonarlo a su antojo. La opción al centro, definitivamente, es el huitlacoche. La fórmula secreta de éste es la preparación artesanal: martajado y sofrito con cebolla. Combina toques dulces y salados que encuentran su balance al fusionarse con un poco del queso doble crema que lo acompaña. Teniendo tanta historia, es imposible que este lugar dé pasos para atrás. La ejecución de los platillos es impecable, pero quizás un poco de innovación no le caería nada mal a la carta. Eso sí, desaparecer tantos años y regresar como campeón tiene su mérito.",10/20/2016 15:59,publish,Restaurantes,"critica, Mexicana,",1,,Revolución,1000,Insurgentes,1,San Angel,,"Mexicana,",19.3467454,-99.1891536,300,,47,,"dom-lun 8-18 h, mar-sáb 8-23 h","Mexicana,",Distrito Federal,Avenida de la Paz,7155 5023,,400,Alvaro Obregón,,,16,,Atención:3 - Calidad:4 - Ambiente:3 -,http://img.chilango.com/2017/02/fonda-del-factor-el-estofado-de-boda-sabe-a-molito-afrutado-5.jpg
341146,Aitana,"Por: Pedro Reyes La sorpresa al salir del elevador de la torre Virreyes son los amplios espacios de Aitana y su diseño –a cargo del estudio que realizó el Ten Con Ten y el Mercado de San Ildefonso, ambos en Madrid–. Se trata del nuevo proyecto de la familia Ituarte (creadores de Alaia, Emilio, Miguel Ángel…). Ubicado en una zona meramente corporativa, este restaurante no tardó en recibir comensales: aquellos que trabajan por la zona o en el edificio y familias que viven en los alrededores. En cuanto al menú, la filosofía, sin mayor pretensión, es la de comida sabrosa, porciones generosas y una atinada carta de vinos. Las variaciones, respecto de sus otros restaurantes, radican en que su carta tiende hacia la comida fresca: pescados, ceviches y platos frutales, por ejemplo, la guayaba rellena de quesos cremosos y la sandía a la plancha. Aunque los ravioles de hongos son una mordida que hay que dar. El rib eye, el fantástico cachete de cerdo y el infaltable solomillo son opciones que demuestran por qué un corte siempre es pieza angular en una mesa; nos hace olvidar, por un momento, el característico espíritu vasco y clásico de sus otros establecimientos. Otro asunto que refresca es la coctelería. Están haciendo un esfuerzo porque la oferta etílica no se reduzca al vino, sin embargo, aún les hace falta una carta bien diseñada, pues no basta con sugerencias del mesero. Si esto sucede y su menú sigue siendo explorado, Aitana le puede dar mucha vida a la zona.",10/20/2016 15:36,publish,Restaurantes,"critica, Pescados y mariscos,",1,,,11040,,1,Molino Del Rey,Teapa,"Pescados y mariscos,",19.4254147,-99.2035727,500,,24,,"lun-sáb 13:30-00 h, dom 13:30-18 h","Pescados y mariscos,",Distrito Federal,Pedregal,5540 3193,,600,Miguel Hidalgo,,,16,,Atención:3 - Calidad:3 - Ambiente:3 -,http://img.chilango.com/2017/02/aitana-2.jpg
341148,Astoria Gastrobar,"Por: Sasha Gamboa La fusión entre comida asiática y un bar de tapas es una realidad. Este restaurante- bar nació con base en viajes y experiencias gastronómicas de los chefs. La idea es que, además de comer, disfrutes de un ambiente agradable y el gusto por la buena compañía para hacer sobremesa. Astoria es una experiencia de sabores exóticos representados en combinaciones inesperadas con buen equilibrio. Un ejemplo, las gyozas rellenas de queso de cabra, bok choy (un tipo de lechuga picante) y pasta de pistache. Aunque la influencia asiática es evidente también hay mucho de España, como las patatas bravas con salsa de jengibre y las croquetas de serrano con hongo shitake y mayonesa picante de café. Probé varios platos fuertes, pero las que me dejaron boquiabierta, y muy satisfecha, fueron las costillas BBQ Astoria. Por el tamaño me recordaron las que comían los Picapiedra, y como soy fan del picante, me gustaron todavía más combinadas con la ensalada tailandesa de pepino con habanero; una verdadera delicia que todo aquel que se jacte de comer buenas costillas debe probar. Ya con todo lo anterior en la panza, pareciera que no queda espacio para el postre, sin embargo, en mi caso, cuando me encuentro en el menú alguno con tapioca siempre dejo un huequito. La de aquí es la mezcla de un postre asiático con un trago clásico, la piña colada. La preparan haciendo una conserva de piña especiada, crema de coco y granizado también de piña. No te la pierdas.",10/20/2016 15:19,publish,Restaurantes,"critica, Abierto en Domingo, Asiática, Fusión,",1,,Tenancingo,6140,Tamaulipas,1,Condesa,,"Asiática,Fusión,",19.4136754,-99.1725941,350,,14,,"mar-mié 13:30-00 h, jue-sáb 13:30-1:30 h, dom 13-18 h","Asiática,Fusión,Abierto en Domingo,",Distrito Federal,Juan Escutia,6721 0161,,450,Cuauhtémoc,,,16,,Atención:3 - Calidad:4 - Ambiente:3 -,http://img.chilango.com/2017/02/astoria-gastrobar-2.jpg
341150,Carolo Santa Fe,"En 2007 abrió la primera sucursal de esta panadería deli en Bosques de las Lomas. Cuenta con amplia oferta de panes tradicionales y opciones gourmet. A partir de estas creaciones, te invitan a probar su propuesta de comida mediterránea en cada una de sus sucursales. Facebook: https://www.facebook.com/CaroloMx/ Instagram: https://www.instagram.com/carolo_rest/ Twitter: https://twitter.com/Carolo_rest ",9/27/2016 14:46,publish,Restaurantes,"Sinópsis, Abierto en Domingo, Cafe / Te,",1,,,1210,,1,Santa Fe,Vasco de Quiroga,"Cafe / Te,",19.359848,-99.278167,400,,44,,"lun-dom 8-12 h (desayuno), 12-00 h (comida y cena)","Cafe / Te,Abierto en Domingo,",Distrito Federal,Juan Salvador Agraz,1664 6069,,600,Alvaro Obregón,,http://carolo.com.mx/,16,,,http://img.chilango.com/2017/02/carolo-2.jpg
341152,Blanco Colima Restaurante,"Este espacio es una casona renovada en la colonia Roma, que en su interior tiene un restaurante llamado Blanco Colima, en el que los chef Hiroshi, Víctor y César hacen una fusión de sabores de cocina mexicana con técnicas japonesas y europeas. Además, cuenta con Lázaro, una extensión del restaurante donde cambia el mood a algo más relajado, pues converge con una zona de galería de arte que le da un toque diferente al lugar. Facebook Instagram  Twitter",5/22/2017 9:20,publish,Restaurantes,"Sinópsis, Internacional, Valet parking, Internet Inalámbrico, Música en vivo, Estacionamiento cercano, Reservación requerida, Área para fumar, Terraza, Cena romántica, Facilidades para discapacitados, Cena después de las 23 horas,",1,1,,6700,,1,Roma Norte,Orizaba,"Internacional,",19.4199513,-99.1598031,800,1,168,,"lun-mar 13:30-1 h, mié-sáb 13:30-2 h, dom 13:30-18 h","Internacional,Área para fumar,Cena después de las 23 horas,Estacionamiento cercano,Facilidades para discapacitados,Internet Inalámbrico,Musica en vivo,Reservación requerida,Terraza,Valet parking,Cena romántica,",Ciudad de México,Colima,5511 7526,5511 7527,1100,Cuauhtémoc,1,,16,,,http://img.chilango.com/2017/02/blanco-colima-2.jpg
341154,Belmondo Condesa,"Célebre por haber sido elegido por Thom Yorke (sucursal Roma), para comer y echarse unos tragos antes de sus conciertos en esta ciudad, el Belmondo es uno de esos lugares a los que se vuelve imprescindible ir. Este concepto nos da una nueva perspectiva sobre las tendencias en la vida nocturna chilanga. Se han superado los antros pop, el baile sin parar y los shots; ahora el adulto contemporáneo está  en  busca de espacios que ofrezcan mucho más, como cocteles de autor y algún platillo gourmet que despierte nuestros sentidos. El lugar es precioso, tiene todo el mood neoyorkino, su mueblería está perfectamente elegida y le da un look retro chic que no pasa de moda. En la cocina salen platillos al estilo de los Delis de Manhattan que hacen la pareja perfecta con originales y riquísimos tragos de diseño. Recomendamos pedir estos cocteles: Moscow Mule (con vodka, Ginger Ale y limón), un Aperol Prosecco (amargo para los de paladar más exquisito), la ginebra Hendrix tónica (está muy de moda), un Mint Julep (hecho con menta y whiskey) o el Hot Toddy (una bebida caliente preparada con cualquier licor, miel y agua). Belmondo es el lugar perfecto para comer y beber sin prisas, la selección musical va de la indie, pasando por la alternativa, hasta sorpresivas joyitas y EPs. Aunque el ambiente es relajado, el lugar parece una pasarela pues todo aprovechan para sacar sus prendas más originales y de moda. ",9/23/2016 12:00,publish,Restaurantes,"critica, Internacional, Abierto en Domingo, Servicio para llevar,",1,,Altata,6140,Aguascalientes,1,Condesa,,"Internacional,",19.4068299,-99.1728467,250,,238,,"lun-vie 13-00 h, sáb 10-00 h, dom 10-17 h","Internacional,Abierto en Domingo,Servicio para llevar,",Distrito Federal,Alfonso Reyes,7098 2165,,300,Cuauhtémoc,,http://www.belmondoroma.com.mx/,16,,Atención:4 - Calidad:4 - Ambiente:4 -,http://img.chilango.com/2017/02/belmondo-2.jpg
341156,Porco Rosso Cuauhtémoc,"Por: Sasha Gamboa ¿Listo para chuparte los dedos y ""huesear""? Porco Rosso es un local abierto tipo Food Truck en un terreno de la Roma. Al llegar te encontrarás con una carta sencilla pero llena de buenas opciones BBQ: Costillas Baby Back, Costillas Saint Louis marinadas en BBQ, Pulled Pork (cerdo deshebrado), Brisket de res. Su carne es realmente jugosa, con el tiempo exacto en el asador. Al llegar y formarte para hacer tu pedido y pagar, te darán tu número de orden para avisarte cuando esté lista. Aprovecha el tiempo en que la preparan para encontrar mesa, o que tu acompañante lo haga.  Por si fuera poco tienen los ""helados Nómada"" para el postre, prueba su sándwich helado de chocomenta. Fb:/PorcoRosso",9/23/2016 11:51,publish,Restaurantes,"critica, Americana, Abierto en Domingo, Servicio para llevar,",1,,,6500,,1,Cuauhtémoc,Río Poo,"Americana,",19.4312851,-99.1692898,150,,111,,lun-dom 13-22 h,"Americana,Abierto en Domingo,Servicio para llevar,",Distrito Federal,Río Nazas,9155 7672,,300,Cuauhtémoc,,http://www.porcorossobbq.com/,16,,Atención:3 - Calidad:4 - Ambiente:3 -,http://img.chilango.com/2017/02/porco-rosso-6.jpg
341158,Porco Rosso Coyoacán,"Por: Sasha Gamboa ¿Listo para chuparte los dedos y ""huesear""? Porco Rosso es un local abierto tipo Food Truck en un terreno de la Roma. Al llegar te encontrarás con una carta sencilla pero llena de buenas opciones BBQ: Costillas Baby Back, Costillas Saint Louis marinadas en BBQ, Pulled Pork (cerdo deshebrado), Brisket de res. Su carne es realmente jugosa, con el tiempo exacto en el asador. Al llegar y formarte para hacer tu pedido y pagar, te darán tu número de orden para avisarte cuando esté lista. Aprovecha el tiempo en que la preparan para encontrar mesa, o que tu acompañante lo haga.  Por si fuera poco tienen los ""helados Nómada"" para el postre, prueba su sándwich helado de chocomenta. Fb:/PorcoRosso",9/23/2016 11:47,publish,Restaurantes,"critica, Americana, Abierto en Domingo, Servicio para llevar,",1,,Avenida del Rastro,4330,Calzada Candelaria,1,El Rosedal,,"Americana,",19.3378356,-99.1475029,150,,3103,,lun-dom 13-22 h,"Americana,Abierto en Domingo,Servicio para llevar,",Distrito Federal,División del Norte,5336 0182,,300,Coyoacán,,http://www.porcorossobbq.com/,16,,Atención:3 - Calidad:4 - Ambiente:3 -,http://img.chilango.com/2017/02/porco-rosso-7.jpg
341160,Porco Rosso Condesa,"Por: Sasha Gamboa ¿Listo para chuparte los dedos y ""huesear""? Porco Rosso es un local abierto tipo Food Truck en un terreno de la Roma. Al llegar te encontrarás con una carta sencilla pero llena de buenas opciones BBQ: Costillas Baby Back, Costillas Saint Louis marinadas en BBQ, Pulled Pork (cerdo deshebrado), Brisket de res. Su carne es realmente jugosa, con el tiempo exacto en el asador. Al llegar y formarte para hacer tu pedido y pagar, te darán tu número de orden para avisarte cuando esté lista. Aprovecha el tiempo en que la preparan para encontrar mesa, o que tu acompañante lo haga.  Por si fuera poco tienen los ""helados Nómada"" para el postre, prueba su sándwich helado de chocomenta. Fb:/PorcoRosso",9/23/2016 11:41,publish,Restaurantes,"critica, Americana, Abierto en Domingo, Servicio para llevar,",1,,Alfonso Reyes,6140,Michoacán,1,Condesa,,"Americana,",19.4109859,-99.1788226,150,,148,,lun-dom 13-22 h,"Americana,Abierto en Domingo,Servicio para llevar,",Distrito Federal,Mazatlán,5211 7202,,300,Cuauhtémoc,,http://www.porcorossobbq.com/,16,,Atención:3 - Calidad:4 - Ambiente:3 -,http://img.chilango.com/2017/02/porco-rosso-8.jpg
341166,Na de Fo,"Por: Pedro Reyes Hace un año, en un viaje a Japón, conocí el concepto del gogigui: el barbecue coreano que consiste en asar carne –usualmente, marinada– en brasas de carbón, bajo una parrilla circular insertada en el centro de la mesa. De inicio, la idea es fantástica. La mesa está llena de salsas, condimentos y guarniciones… y el humo de la carne comienza el acto de seducción. Sobra decir que la Juárez es un barrio cada vez más coreano; pero aquel día, a las siete de la tarde, el restaurante podría haber estado en el medio de Seúl. Y, la verdad, siempre es un buen augurio ver que la concurrencia es, en su mayoría, nativa. Comencé entonces con un buffet de carnes para hacer el ritual del barbecue: filete, tocino grueso y costilla marinada. Olores y sonidos se desprenden producto del contacto con la parrilla. Una belleza. La costilla marinada es la que presume el mejor sabor (ofrecen una tijera para cortar el asado de tira). Con el buffet (300 pesos por persona), llegan las banchan, pequeñas dosis de sabores ácidos contenidos en las guarniciones: el infaltable kimchi –col fermentada, ligeramente picante y sumamente adictiva–, papitas, nabo... Vale la pena ir con dos o más personas para el ritual. Había que probar más. El bibimbap es un plato de arroz mezclado, cocinado con vegetales y huevo en una misma olla, de sabores húmedos y suaves. Recomiendo mucho tirar unos cuantos trozos del filete asado del centro. Y, claro, los fideos fríos, el naengmyeon, que vienen en un tazón con una mitad de huevo duro y salsa picante (de sabor similar al kimchi y un poco al chamoy de verdad: acidez, umami, especia) esperando el caldo de res, que es frío en serio. La experiencia es muy diferente a una ramen, pero suculenta como la que más. Hay bebidas coreanas como jugo, lagers y un vino de arroz típico de Corea. Yo tomé un poco de limonada esta vez. Pero regresaré, pues la experiencia es auténtica y, aunque el servicio –comandado por meseros oaxaqueños– podría ser un poco mejor, creo que es un gran sitio para salir de lo ordinario y dejarse llevar por la intuición.",9/21/2016 17:12,publish,Restaurantes,"critica, Asiática,",,,Florencia,6600,Varsovia,1,Juárez,,"Asiática,",19.4231996,-99.1664824,400,1,183,,"dom-mar 13-20 h, lundom 12-23 h","Asiática,",Distrito Federal,Liverpool,5525 0351,,500,Cuauhtémoc,1,,16,,Atención:3 - Calidad:3 - Ambiente:3 -,http://img.chilango.com/2017/02/na-de-fo-2.jpg
341168,D10&Seis,"Por: Sasha Gamboa Este lugar se llama así porque está ubicado en el número 16 de la calle Dolores, pegadito al barrio chino del Centro Histórico. No es un restaurante de manteles largos y el diseño interior es como un pozole (con un poco de todo). Sin embargo, es una alternativa accesible para probar ingredientes del mundo, como los shishito peppers, chilitos japoneses para botanear que no pican nada. La carta puede resultar confusa; es muy extensa, pero los comensales tienen de dónde escoger. Venden el concepto como “cocina contemporánea con platillos nacionales e internacionales”. La verdad es que su fuerte son las entradas para compartir y las recetas con carne. De las entradas, échate una mozzarella fresca, su versión ligera de los deditos de este queso que encontrarías en un bar, convertida en un tazón con mozzarella (y burrata) sumergidas en una salsa tibia de jitomate que acompañan con tostadas. Y para los carnívoros hay de dos. En primer lugar, las albóndigas de ternera con queso ricotta y polenta. Ojo, vienen dos, pero cada una es del tamaño de un puño. Y en segundo, la hamburguesa picante a la parrilla, con pesto de jalapeño, Buffalo casera, aros de cebolla y queso pepper Jack. Si eres postrero, prueba el moelleux au chocolat, que aunque suena superrimbombante no es más que un volcán de chocolate con interior líquido caliente y helado de vainilla. La vajilla que usan para este postre y los demás platos es muy bonita, está hecha por artesanos michoacanos. Así es que si lo tuyo son las fotos de comida, te darás vuelo en redes sociales. Ya entrados en materia, pide una copa de Viceversa, un vino franco-mexicano con vid francesa (syrah, carignan y grenache) que se añeja en el valle de Guadalupe.",9/21/2016 16:26,publish,Restaurantes,"critica, Internacional, Mexicana, Abierto en Domingo,",,,Juárez,6000,Independencia,1,Centro De La Ciudad De México,,"Internacional,Mexicana,",19.4334845,-99.1428387,400,1,16,,"dom-mar 13-20 h, mié-sáb 13-23 h","Internacional,Mexicana,Abierto en Domingo,",Distrito Federal,Dolores,5510 4733,,500,Cuauhtémoc,1,,16,,Atención:2 - Calidad:2 - Ambiente:2 -,http://img.chilango.com/2017/02/dseis-2.jpg
341170,Ficelle,"Por: Sasha Gamboa Esta pastelería y panadería es la culminación de un proyecto que llevaba 12 años cocinándose. Julien de Bellaigue y su socio, Eric Lenoir, son un par de franceses que se conocieron en Puerto Vallarta, y ahí montaron su primera panadería. Después abrieron Monsieur Croque, un restaurante especializado en croques, tartines y desayunos que, con la creación de Ficelle, se convirtió en un doble concepto francés. En Ficelle (palabra que proviene del nombre de un pan, que es una media baguette), llamará tu atención que tengan dulces; es para que vivas la experiencia de estar en una auténtica tienda francesa, ya que, en ese país, cada panadería y pastelería sin excepción, vende dulces para niños. Aquí son empacados muy a la old school. Por ejemplo, los Carambar son chiclosos de sabores que tienen dentro de la envoltura un chiste escrito en francés. En cuanto a los panes, no hay interpretaciones de las recetas y los sabores son totalmente tradicionales. Un ejemplo es el éclair, del que sólo tienen dos variedades: café y chocolate. Y es así porque en Francia se dice que basta con entrar a una panadería y probar el éclair de café para saber si el lugar vale la pena o no. Entre las variedades de pan están los viennoiseries (pan de masa fermentada y hojaldrada), baguette, ficelle y pan bola. Además, hay merengues tamaño familiar, ya que los franceses acostumbran sentarse por la tarde a comer algo dulce con una taza de café o té. El diseño de Ficelle es muy lindo, hay dos bancos en una pequeña barrita y un refrigerador con base de mármol en donde se acomodan los pasteles, quiches y panes que llevan relleno de fruta. Si eres fan de las quiches, debes ir, ya que aquí tienen desde la típica Lorraine (de jamón y queso) hasta la de poro con tocino. Aunque si buscas algo más clásico, mi recomendación es el croissant de jamón y queso relleno de bechamel, una buena opción si llevas prisa (puede comerse frío); pero si quieres comer con calma, escoge una mesita de la terraza y pídelo calientito con una taza de café Richar que, claro, también es francés. Ojo, si tienes un evento próximamente y te toca llevar el pastel, haz el pedido de un croquembouche, una torre de profiteroles rellenos de crema pastelera que se pegan entre sí con caramelo para formar una torre. Es un pastel muy original.",9/21/2016 16:19,publish,Restaurantes,"critica, Abierto en Domingo, Cafe / Te, Desayunos,",1,,Fernando Montes de Oca,6140,Juan Escutia,1,Condesa,,"Cafe / Te,",19.4130447,-99.1726808,150,,39,,"lun-sáb 7:30-22 h, dom 8-19 h","Cafe / Te,Desayunos,Abierto en Domingo,",Distrito Federal,Tamaulipas,5211 7898,,200,Cuauhtémoc,,,16,,Atención:4 - Calidad:4 - Ambiente:4 -,http://img.chilango.com/2017/02/ficelle-2.jpg
